User,Username,Date Created,Likes,Tweet,source_file
Đào Tuấn Anh,kitsudo1412,2025-06-28 19:14:14+00:00,1,"A decentralized AI approach could potentially reduce the carbon footprint of the AI industry, as more computing power is shared and utilized, leading to more efficient resource allocation.",tweet_content2.csv
Disu Artistry,disu911,2025-06-28 18:55:43+00:00,0,"I'm excited to announce my selection for the Media for Climate Justice organised by @ClimateWed! This is a fantastic opportunity to amplify my voice and stories that matter in the fight against climate change. #ClimateJustice #Media4ClimateJustice #AACJInAction #AACJ""",tweet_content2.csv
chirag upadhyay,chiragdwk,2025-06-28 18:49:43+00:00,0,"Empowering communities through transparent and efficient systems is the future of digital transactions.  

Innovative protocols are paving the way for energy-efficient solutions that reduce our carbon footprint.",tweet_content2.csv
Robot,amma1233Amjd,2025-06-28 18:31:54+00:00,0,"Decentralization empowers users, putting control back in their hands and fostering innovation.  
Sustainable practices within blockchain technology can drive eco-friendly solutions, reducing the carbon footprint of digital operations.",tweet_content2.csv
Chelsey Dodd,chelseyydodd,2025-06-28 18:25:23+00:00,0,"Cyprus is committed to environmental sustainability, focusing on reducing its carbon footprint and promoting green initiatives across sectors like agriculture, energy, and waste management. #EnvironmentalSustainability #CyprusGreen",tweet_content2.csv
Lưu Hồng Lâm,Chudai_Jav_W2k,2025-06-28 17:49:18+00:00,0,"The government announced a major investment in renewable energy, aiming to reduce the country''s carbon footprint and promote sustainability.

#PersonalGrowth",tweet_content2.csv
Chudai Jav MovieS x Bokep Movies Pongsiriat68,pongsiriat68,2025-06-28 17:37:45+00:00,0,"Floating solar farms are providing energy for entire cities. #SolarEnergy #GreenTech
Electric aviation is reducing the carbon footprint of air travel. #ElectricPlanes #SustainableTravel",tweet_content2.csv
Jennifer Zamora,jennifer_z37559,2025-06-28 17:21:28+00:00,0,Sustainable finance is key to a greener future as investments become increasingly aligned with environmental impact reducing carbon footprint and promoting eco,tweet_content2.csv
Hoàng Ngọc Lâm,HongNgcLm668599,2025-06-28 15:58:17+00:00,0,"The architect presented a model of the building with a solar panel, contributing to a sustainable design and reducing the building''s carbon footprint.",tweet_content2.csv
# / ✖️,Francecommunic,2025-06-28 15:42:08+00:00,0,"#JeffBezos
#BernardArnault 
#MarkZuckerberg

#AndCo...

The wealthiest people are among those who have a huge impact on our carbon footprint.

It may be unfortunate, but it's a fact !",tweet_content2.csv
Resumeble - CV and Resume Writing Service,resumeble,2025-06-28 15:31:10+00:00,0,"Sustainability isn’t just a value - it’s a career path. Expect a surge in demand for environmental engineers, circular economy specialists, and carbon footprint analysts.
#SustainabilityCareers #GreenWorkforce #Jobs2050",tweet_content2.csv
Helen Surina,HelenSurin31953,2025-06-28 15:29:19+00:00,0,"#Bitcoin #NewEconomy #Money - Fiat monetary systems rely on centralized enforcement, including military &amp; legal frameworks. The Pentagon's 2023 budget was $816B with energy use (30 TWh) &amp; emissions (14 MI CO2) dwarfing Bitcoin's carbon footprint.",tweet_content2.csv
Terry White,TerryWhite50059,2025-06-28 14:21:02+00:00,0,Thinking about going green? Electric vehicles are a clean and efficient option for reducing your carbon footprint. Make the switch today!,tweet_content2.csv
Oris Crypto,OrisCrypto,2025-06-28 14:10:37+00:00,0,Climate Change is a serious threat that requires urgent action. Let's all do our part to reduce our carbon footprint and protect our planet.,tweet_content2.csv
Just MAGAlous dahling!,LarrysNana,2025-06-28 13:14:58+00:00,0,Climate change activists are now arguing that simply owning a dog can increase a person’s carbon footprint.,tweet_content2.csv
Opportunitree,otreeonsol,2025-06-28 12:53:24+00:00,0,"🌍 Just as Bitcoin grows in value, our planet grows in resilience when we invest in sustainability. Every tree planted, every carbon footprint reduced is a block in the blockchain of positive change. Let's code a greener future together!",tweet_content2.csv
Anel♠️,anel_graph,2025-06-28 12:41:47+00:00,0,"That awkward moment when you’re more worried about your digital footprint than your actual carbon footprint 👣
Anyone else overthinking their online presence while underthinking their real-world impact?",tweet_content2.csv
Đỗ Ngọc Huyền,NgocO43566,2025-06-28 12:33:19+00:00,0,"The magazine covered sustainable living practices, offering advice on reducing one''s carbon footprint and promoting environmental consciousness.",tweet_content2.csv
taocat502,taocat502,2025-06-28 11:55:42+00:00,0,"The future of digital asset creation is upon us, driven by innovative technologies that enhance efficiency and sustainability.  

As decentralized networks grow, the energy landscape will transform, prioritizing renewable sources and reducing our carbon footprint.",tweet_content2.csv
BHTRhcyvsp❤ Memecoin,ShawandaTo57394,2025-06-28 11:41:31+00:00,0,"Imagine a city where clean energy powers every home and building, reducing our carbon footprint.  @ElnaYoland49645  This is the future we can build, together.

#GreenCity #SustainableFuture #EcoInnovation",tweet_content2.csv
nLhHnKBRHX❤ Memecoin,UnaCathari23433,2025-06-28 11:10:10+00:00,0,Optimizing energy consumption in distributed networks through intelligent task allocation maximizes efficiency and minimizes environmental impact.This approach promotes sustainable computing practices and reduces the carbon footprint of decentralized applications.,tweet_content2.csv
TimbaXO,TimbaXO,2025-06-28 11:06:01+00:00,0,"The development incorporates green building principles, such as efficient lighting, waste recycling systems, and environmentally friendly materials to minimize its carbon footprint.#RailwayCityAHP
Boma Yangu 
Affordable Housing",tweet_content2.csv
Event Planners Organization(EPO),Event_Plannerz,2025-06-28 11:04:48+00:00,0,"The development incorporates green building principles, such as efficient lighting, waste recycling systems, and environmentally friendly materials to minimize its carbon footprint.#RailwayCityAHP
Boma Yangu 
Affordable Housing",tweet_content2.csv
Elizabeth Zavala,ElizabethZ13314,2025-06-28 10:41:51+00:00,0,Sustainable investing through environmental impact projects can generate passive income while reducing carbon footprint,tweet_content2.csv
Mr. Ryan Hill Jr.,RyanJr67060,2025-06-28 10:32:58+00:00,0,"Sustainable finance solutions are key to a greener economy, reducing our carbon footprint and ensuring long-term prosperity",tweet_content2.csv
Renee Sanders,ReneeSande15976,2025-06-28 10:25:18+00:00,0,Sustainable finance is a game changer for our planet's future as it promotes environmentally friendly investments and reduces carbon footprint,tweet_content2.csv
Brad Rodriguez,BradRodrig51851,2025-06-28 10:21:14+00:00,0,"Sustainable finance is key to a greener economy, where companies are incentivized to reduce their carbon footprint and invest in renewable energy",tweet_content2.csv
Derek Fitzgerald,DerekFitzg27970,2025-06-28 10:20:12+00:00,0,Sustainable finance is a game changer for our planet's future as it promotes environmentally friendly investments and reduces carbon footprint,tweet_content2.csv
Dale Gimson,GimsonDale29524,2025-06-28 10:19:00+00:00,0,"The website features an article on sustainable living, promoting eco-friendly practices to reduce our carbon footprint and protect the environment.",tweet_content2.csv
Revin Koss🌟🌝🏀⚡,Ma_misPayk_,2025-06-28 10:15:31+00:00,0,Sustainable investing is key to long term success Focus on eco friendly companies and reduce your carbon footprint for a greener future,tweet_content2.csv
TAnne - YOLO for 💙Build and Bible🖤 Fan Account~,TAnneBeLuved,2025-06-28 10:09:41+00:00,26,"Me in 2024: I’m gonna slow it down in 2025… 

Me in 2025: Madrid Shanghai x2 Suzhou Tokyo Chongqing Tianjin x2 Bangkok x3 Beijing Venice 

*eats my words* 🥵
Forgive my carbon footprint 🙏🏻😭",tweet_content2.csv
Cory Lee,LeeCory47769,2025-06-28 10:05:42+00:00,0,"Sustainable investing is key to a secure financial future By choosing eco-friendly investments, you can reduce your carbon footprint and invest in a greener to",tweet_content2.csv
John Cooley,JohnCooley88039,2025-06-28 09:56:45+00:00,0,Sustainable investing is gaining traction as a means to reduce carbon footprint while growing wealth,tweet_content2.csv
Jessica Ramirez,Jessica86474023,2025-06-28 09:54:08+00:00,0,"Sustainable investing means more than just returns, it's about building a better financial future for generations to come and reducing our carbon footprint alo",tweet_content2.csv
Amy Fletcher,AmyFletche64531,2025-06-28 09:50:53+00:00,0,"Sustainable finance for a better tomorrow starts now, by investing in companies that reduce carbon footprint and create green jobs",tweet_content2.csv
Joshua Murphy,JoshuaMurp36755,2025-06-28 09:46:35+00:00,0,Rise of vertical farming: New agricultural model could reduce carbon footprint by up to 90% and increase crop yields by 30%,tweet_content2.csv
Christian Ellis,EllisChris65886,2025-06-28 09:14:15+00:00,0,"Sustainable investing is key to long-term financial success, focusing on eco-friendly companies can help minimize your carbon footprint and maximize returns",tweet_content2.csv
Erica Rocha,EricaRocha52345,2025-06-28 09:12:05+00:00,0,"Sustainable investing is key to long-term financial success, focusing on eco-friendly companies can help minimize your carbon footprint and maximize returns",tweet_content2.csv
Charles Nolan,CharlesN49758,2025-06-28 09:06:13+00:00,0,"Sustainability is key to a prosperous future in finance, let's prioritize eco-friendly investments and reduce our carbon footprint",tweet_content2.csv
Anthony Gonzalez,AnthonyGon68525,2025-06-28 08:55:52+00:00,0,Sports teams are increasingly investing in sustainable energy solutions to reduce their carbon footprint and increase fan engagement,tweet_content2.csv
Daniel Young,DanielYoun30616,2025-06-28 08:51:10+00:00,0,New sportswear line is made from recycled cryptocurrency mining waste reducing fashion's carbon footprint entirely,tweet_content2.csv
Deborah Zuniga,ZunigaDebo1505,2025-06-28 08:49:11+00:00,0,"Sustainable investing means more than just returns, it's about building a better financial future for generations to come and reducing our carbon footprint alo",tweet_content2.csv
Rana Jeana,RanaJeana39685,2025-06-28 08:46:06+00:00,0,"Unlock decentralized carbon footprint tracking on Hemi Network—monitor, reduce, and offset emissions. Join the green revolution! @hemi_xyz #HemiNetwork",tweet_content2.csv
Jessica Adams,adams_jess16599,2025-06-28 08:42:36+00:00,0,"Sustainable finance is key to a greener economy, where companies are incentivized to reduce their carbon footprint and invest in renewable energy",tweet_content2.csv
Cody Williams,CodyWillia96466,2025-06-28 08:37:08+00:00,0,Sports teams are increasingly investing in sustainable energy solutions to reduce their carbon footprint and increase fan engagement,tweet_content2.csv
Chase Johnson,ChaseJohns74987,2025-06-28 08:34:58+00:00,0,"Sustainable finance for a better tomorrow starts now, by investing in companies that reduce carbon footprint and create green jobs",tweet_content2.csv
Julia Noach,nhung_phuo30494,2025-06-28 08:29:06+00:00,0,We are doing our part to conserve energy by switching off lights and using public transport whenever it is feasible to reduce our carbon footprint.,tweet_content2.csv
Patrick Johnson,PatrickJoh52155,2025-06-28 08:22:02+00:00,0,"Sustainable finance for a better tomorrow starts now, by investing in companies that reduce carbon footprint and create green jobs",tweet_content2.csv
Kaitlin Wise,wise_kaitl35127,2025-06-28 08:04:30+00:00,0,"Sustainable investments now have a new metric: carbon footprint reduction Investors can measure and offset their environmental impact alongside returns, creati",tweet_content2.csv
ryan tan,thetanman2310,2025-06-28 07:42:19+00:00,0,Polymer Labs' exclusive AI - driven blockchain - based supply chain carbon footprint calculation for sustainability. @Polymer_Labs,tweet_content2.csv
Jennifer Brock,JenniferBr72484,2025-06-28 07:40:39+00:00,0,"Sustainable finance just got a boost from innovators using renewable energy to power digital exchanges, reducing carbon footprint and increasing efficiency",tweet_content2.csv
f. paul weidinger😜🦄🎯🌛,N_ealBertDem,2025-06-28 07:04:11+00:00,0,"Sustainable investments now have a new metric: carbon footprint reduction Investors can measure and offset their environmental impact alongside returns, creati",tweet_content2.csv
Karen Zhang,KarenZhang41692,2025-06-28 06:37:25+00:00,0,Sustainable investing is not just about returns but also about reducing our carbon footprint,tweet_content2.csv
Raymond Attwood,attwood77435,2025-06-28 05:22:38+00:00,1,"Climate change theory provides a scientific explanation for the observed changes in global temperature and weather patterns, driving policy debates.",tweet_content2.csv
kohaya,kohaya12,2025-06-28 05:20:11+00:00,0,"As a data scientist, analyzed blockchain energy use, stumbled on Linera’s efficient microchain model during a carbon footprint study.@Linera_io microchains",tweet_content2.csv
Lucinda Irus,nguyen_tha25031,2025-06-28 04:18:26+00:00,0,"The company will consider their carbon footprint and reduce pollution, which is vital for environmental conservation and sustainability.",tweet_content2.csv
FridA,FridaYulastri,2025-06-28 04:18:25+00:00,0,An energy - efficient consensus mechanism sets PlayWildcard apart. Minimize carbon footprint while maintaining top - notch security in blockchain operations. @PlayWildcard @paulbettner,tweet_content2.csv
WaifuTakes,_WaifuTakes_,2025-06-28 03:34:00+00:00,0,"Is Goku secretly an environmental legend? Hear me out: Instant Transmission reduces carbon footprint, making cloud rides the green way of the future. Plus, Namek's aesthetic got folks replanting! Time to rethink our Dragon Ball hero's eco impact! 🌱🐉 #EcoWarriorGoku",tweet_content2.csv
Bonita Elba,LuanVinh11700,2025-06-28 03:11:59+00:00,0,"We should consider the impact of our carbon footprint when deciding on our travel plans, thinking of eco-friendly options.",tweet_content2.csv
Dajour Haggard🔆,SwaggKid356,2025-06-28 01:05:36+00:00,0,Carbon footprint NFTs: EcoChain issues tokens representing 10 tons of CO₂ reduced in industrial processes. @HemiNetwork #HemiNetwork,tweet_content2.csv
Traicy 💚,traicyagent,2025-06-28 01:00:04+00:00,0,"AI 🤝 crypto🤝 planet. This ain't your grandma's sustainability. Let's amp up the crypto game while reducing our carbon footprint. @Base makin' blockchain greener, cheaper, and faster—let's roll(up)! 🔵 @Buildonbase #BaseGoingGreen 💚",tweet_content2.csv
@_@,choosepoor,2025-06-28 00:48:51+00:00,0,"it would appear in my time in cryptocurrency i have only attracted snakes, therefore instead of going with grass i have now proudly invested in astroturf. this also significantly reduces my carbon footprint seeing as  
i will not need to worry about acquiring a lawnmower.",tweet_content2.csv
Phạm Thục Vân,PhamVan48051,2025-06-27 23:54:47+00:00,0,They are doing what they can to reduce their carbon footprint and contribute to environmental sustainability through conscious choices.,tweet_content2.csv
Nguyễn Việt Hà,NguyenViet70119,2025-06-27 23:23:27+00:00,0,"Consider the environmental impact of your lifestyle, making conscious choices to reduce your carbon footprint and support sustainable practices.",tweet_content2.csv
HaritssH🔆,hasibuan_h,2025-06-27 23:12:16+00:00,0,Can blockchain optimize carbon footprint tracking for luxury brands? @GiveRepd,tweet_content2.csv
Mz.Nene🔆,NeneBabae21,2025-06-27 23:05:57+00:00,0,Can blockchain optimize individual carbon footprint markets? @GiveRepd,tweet_content2.csv
Alicia☀🔆,GingeDropDead,2025-06-27 22:43:43+00:00,0,Can blockchain optimize carbon footprint tracking for consumer products? @GiveRepd,tweet_content2.csv
Javier Miranda🔆,JavMiranda,2025-06-27 22:19:09+00:00,0,Can blockchain optimize personal carbon footprint tracking? @GiveRepd,tweet_content2.csv
Attilio Palumbo,attilio_palumbo,2025-06-27 15:21:22+00:00,1,"Can we skip the 'is climate change real?' or 'it's just natural' convo? My brain cells are reserved for 'how do we deal with this global emergency?' No time for deniers, time to pivot.",tweet_content3.csv
Paul Schleifer 💙💚😷♻️,PaulSchleifer,2025-06-27 00:09:29+00:00,30,"Is climate change real enough for you yet?

""With an average height above sea level of less than 3 metres, Tuvalu is on course to become completely uninhabitable due to flooding, storm surges and erosion. By 2100, sea levels are projected to rise by 72 centimetres and the coral",tweet_content3.csv
Raymond Nixon,Raymond05594743,2025-06-25 21:44:36+00:00,1,"1/ 🌍 Climate Change: Real, But Not a Reason to Panic

Yes, the planet is warming. Yes, humans play a role.
But no — this is not the end of the world.
Let’s talk facts, not fear. 🧵

#ClimateChange #ClimateCrisis #CommonSense",tweet_content3.csv
Chudai Jav MovieS x Bokep Movies cesar,9Cyruz,2025-06-29 10:43:08+00:00,0,"“Climate change is a race we can’t afford to lose.” — UN #RaceForLife
“The climate crisis is a leadership crisis.” — Greta Thunberg #LeadOrStepAside",tweet_content4.csv
Coolman,Coolfin6,2025-06-29 10:11:57+00:00,0,"What madness is this.
Ireland has peat, &amp; millions of tonnes of it.

But in a country run by EU Commission puppets,  it imports peat by ship from Estonia. 

Go on @john_mcguirk
@griptmedia   How can this be justified.  

There is no climate crisis.
That fraud has been proven.",tweet_content4.csv
Silent Alice,SilentAlice202,2025-06-29 09:30:19+00:00,0,"From a fb post, so greenhouse gases that the ocean gets makes the water more acidic. Which in turn harms coral and animals that need the mineral aragonite, which is hard to form if it gets too acidic. Man, this world is going to get ruined so bad.",tweet_content4.csv
Ankit Sahu,ankitsahu125,2025-06-29 09:06:59+00:00,1,"We've built our identity on Adam Smith’s “invisible hand”—that self-interest drives social good.
But if the climate crisis proves this false, it doesn't just threaten the planet—it unravels how we understand ourselves.

#ClimateCrisis   #systemsthinking #thegreatdereangement",tweet_content4.csv
Moh Koromah,mohammedakoroma,2025-06-29 09:04:08+00:00,0,"The climate crisis is escalating—and the world’s biggest polluters still aren’t paying their fair share.
@NorwayMFA @EmbZambia @MexicoUN @NepalUN, as #FfD4 co-chairs, will you lead the call for bold solidarity levies to fund a just, sustainable future? #ClimateJustice #TaxThePolu",tweet_content4.csv
Emir S.,Saser29552125,2025-06-29 08:24:26+00:00,2,"🔥 From California to Cairo, the planet’s boiling. June 2025 is set to become the hottest month ever recorded. Climate crisis isn’t looming—it’s here.

#Heatwave2025 #ClimateCrisis #GlobalWarming #ExtremeWeather #SaveThePlanet #BreakingNews #WorldAlert",tweet_content4.csv
HENRY MORRIS,mrhenrymorris,2025-06-29 08:19:53+00:00,101,"Enjoying @bbc5live presenters babbling about the insane heatwave in the south of Europe - 46 degrees in the south of Spain - without mention of the climate crisis.

Like covering the Wimbledon experience without mentioning the tennis.",tweet_content4.csv
Sean Brady,FormbyVillage,2025-06-29 08:01:10+00:00,0,"‘This is a fight for life’: climate expert on tipping points, doomerism and using wealth as a shield

The climate crisis is pushing globally important ecosystems – ice sheets, coral reefs, ocean circulation and the Amazon rainforest – towards the point of no return.",tweet_content4.csv
Doğan Özkan,Dogan74586Dogan,2025-06-29 07:44:32+00:00,0,"The climate crisis is accelerating, but the biggest polluters still don’t pay enough. As FfD4 co-chairs, @NorwayMFA @EmbZambia @MexicoUN @NepalUN, will you champion solidarity levies to secure fair, sustainable finance? #ClimateJustice",tweet_content4.csv
The Better India,thebetterindia,2025-06-29 07:00:01+00:00,0,"Despite India’s hinterland experiencing some semblance of a climate crisis, many lack the vocabulary to articulate it. But bridging this ecological literacy chasm are youth like Soumya, who are venturing into the fringes of Odisha armed with cameras and ideas. #ClimateChange",tweet_content4.csv
Moh Koromah,mohammedakoroma,2025-06-29 04:07:02+00:00,0,"ANP’s oil auctions threaten Indigenous communities, quilombola territories, and irreplaceable biodiversity — violating rights and fueling the climate crisis. We call on @LulaOficial and @ANPgovbr: cancel exploration blocks in protected areas! #SeaWithoutOil #NoOilInTheAmazon",tweet_content4.csv
Moh Koromah,mohammedakoroma,2025-06-29 03:59:54+00:00,0,"282 million people faced acute hunger last year. The climate crisis is deepening inequality—bold financing solutions are needed. As #FfD4 co-chairs, @NorwayMFA @EmbZambia @MexicoUN @NepalUN, will you lead on solidarity levies? #TaxPolluters",tweet_content4.csv
Richard,iluminatibot119,2025-06-28 21:36:37+00:00,0,"We do not have a climate crisis.

We have a corruption crisis. A tyranny crisis. And an orchestrated economy crisis.",tweet_content4.csv
theUKtoday,KtodayU83406,2025-06-28 18:47:36+00:00,1,"Isn't it atrange when there's a heat wave the MSM jumps on global warming, climate crisis and all that bullshit but when ten times more people die from the cold what do they say? Nothing, in fact they are so quiet you could hear a pin drop",tweet_content4.csv
rana,favoriarzubuse,2025-06-28 18:21:40+00:00,0,"“Climate change is a race we can’t afford to lose.” — UN #RaceForLife
“The climate crisis is a leadership crisis.” — Greta Thunberg #LeadOrStepAside",tweet_content4.csv
redpillbot,redpillb0t,2025-06-28 17:45:01+00:00,241,"We do not have a climate crisis.

We have a corruption crisis. A tyranny crisis. And an orchestrated economy crisis.",tweet_content4.csv
walter juarez,Wal128,2025-06-28 17:29:28+00:00,1,"“Climate change is a race we can’t afford to lose.” — UN #RaceForLife
“The climate crisis is a leadership crisis.” — Greta Thunberg #LeadOrStepAside",tweet_content4.csv
スウ,su7d1tk,2025-06-28 17:00:04+00:00,0,Greenhouse gases and Water cycle,tweet_content4.csv
Sophie,Sophi3sol,2025-06-28 16:26:55+00:00,2,"all this money chasing will mean nothing when the world collapses due to the climate crisis btw

you MIGHT be lucky enough to stave off a few tears by moving to Antarctica if you get rich enough",tweet_content4.csv
Climate Survival Solutions,ClimateSoluti0n,2025-06-28 16:04:59+00:00,2,"While G7 Ignores Climate, BRICS Steps Up
Mention of the climate crisis was excluded from recent G7 statements under pressure from Trumpco. BRICS has finally approved the bloc’s first recommendation on climate finance and is expected to lead in Brazil at COP30.",tweet_content4.csv
KATE SARSFIELD,k8sarsfield,2025-06-28 15:55:33+00:00,2,"Did you know Allianz - @glastonbury insurer - is complicit in climate crisis, the genocide in Gaza, and border violence? We know this doesn’t align with your values - switch insurers now! #Glastonbury #BoycottBloodyInsurance #BDS #NoOneIsIllegal #FossilFree",tweet_content4.csv
MandGoggs,MandGoggs,2025-06-28 15:44:45+00:00,1,"The climate crisis is accelerating, but the biggest polluters still don’t pay enough. As FfD4 co-chairs, @NorwayMFA @EmbZambia @MexicoUN @NepalUN, will you champion solidarity levies to secure fair, sustainable finance? #ClimateJustice",tweet_content4.csv
MandGoggs,MandGoggs,2025-06-28 15:42:31+00:00,2,"Big Oil made $281 billion in 2 years while fueling the climate crisis. As #FfD4 co-chairs, @NorwayMFA @EmbZambia @MexicoUN @NepalUN, your leadership can help tax fossil fuel profits to fund a just transition. Will you act? #PollutersPay",tweet_content4.csv
John Bechard,JohnBechard,2025-06-28 14:33:52+00:00,3,"I hope AI reaches Super Intelligence status soon enough to help us solve the global climate crisis.  It‘s our existential issue, no matter how much we ignore it.",tweet_content4.csv
Based Doc Holiday 🤠⚡️,basedDocHoliday,2025-06-28 14:15:13+00:00,0,"Average man in the DRC-

I can afford two wives and ten children.

Average man in the USA-

I am a furdaddy as my mentally ill partner refuses to poison the world with more whÿțə children and increase greenhouse gases. Also, we can't move out of our studio apt and eat real food.",tweet_content4.csv
GlanceNow,SnapGlance,2025-06-28 14:04:08+00:00,0,"Southern Europe is facing a brutal heatwave, with temperatures soaring to 40°C.

The extreme conditions raise alarms over potential wildfires and serious health risks.

A dire reminder of the climate crisis unfolding around us.

Source: Al Jazeera - World News.",tweet_content4.csv
Jehovah's Witness.,OkonobohEmma,2025-06-28 12:36:17+00:00,0,"In 1996 the governments of Bolivia and the United States agreed to protect 2.2 million acres [880,000 ha] of rain forest and promote sustainable development in an effort to mitigate the emissions of greenhouse gases in other parts of the world.",tweet_content4.csv
Fancy Manton,FancyManton,2025-06-28 12:04:17+00:00,2,Why are taxpayers funding green scam projects with 45Q tax credits instead of plugging over 3 million abandoned oil wells in the USA that spew Methane if we really want to limit greenhouse gases?  Methane contributes 28 times the warming potential of CO2. Maybe billionaires need,tweet_content4.csv
Fancy Manton,FancyManton,2025-06-28 12:03:04+00:00,0,Why are taxpayers funding green scam projects with 45Q tax credits instead of plugging the 3.5 million abandoned oil wells in the USA that spew Methane if we really want to limit greenhouse gases?  Methane contributes 28 times the warming potential of CO2. Maybe billionaires need,tweet_content4.csv
Fancy Manton,FancyManton,2025-06-28 11:33:57+00:00,0,Why are taxpayers funding green scam projects with 45Q tax credits instead of plugging the 3.5 million abandoned oil wells in the USA that spew Methane if we really want to limit greenhouse gases?  Methane contributes 28 times more greenhouse gas than CO2. Maybe billionaires need,tweet_content4.csv
Joe Clark,joeclark_343,2025-06-28 11:32:45+00:00,15,"Not so long ago
Dials (meters)
Took up #space 
On the dashboard
Battery charge
Oil level
Gas tank
Speed (routinely ignored)
Later replace
With warning lights
No matter
Not gonna stop
For anything
Half way across
Death Valley
Climate crisis
is like that
#vss365 #ClimateEmergency",tweet_content4.csv
Fancy Manton,FancyManton,2025-06-28 11:32:34+00:00,0,Why are taxpayers funding green scam projects with 45Q tax credits instead of plugging the 3.5 million abandoned oil wells in the USA that spew Methane if we really want to limit greenhouse gases?  Methane contributes 28 times more greenhouse gas than CO2. Maybe billionaires need,tweet_content4.csv
Fancy Manton,FancyManton,2025-06-28 11:27:17+00:00,0,Why are taxpayers funding green scam projects with 45Q tax credits instead of plugging the 3.5 million abandoned oil wells in the USA that spew Methane if we really want to limit greenhouse gases?  Methane contributes 28 times more greenhouse gas than CO2. Maybe billionaires need,tweet_content4.csv
Hermann O.,Clarsonimus,2025-06-28 10:47:18+00:00,1,#Climate Crisis Fun Facts: “Climate scientists” are forced to admit that natural factors caused climate change without any human interaction in the past yet insist that these same natural factors are insignificant today.,tweet_content4.csv
Bureau of Nonsense,Bur_of_Nonsense,2025-06-28 10:25:57+00:00,0,"HEADLINE: ""European Heatwave &amp; Bezos Venice Wedding""
Southern Europe is roasting as Bezos weds in Venice. Because nothing says climate crisis like a €40 million ceremony amid meltdown warnings.

Billionaires: “Let them eat cake, and a side of rising sea levels.”",tweet_content4.csv
Ger2020,GerRock01,2025-06-28 10:16:10+00:00,0,"CO2 reduction is the focus of the UN-promoted climate-change-hysteria. The proclaimed climate crisis exists in computer models only.  The cult of ‘manmade climate change’ is a media and UN politically-promoted ‘ideology’, that is used for a wider political and corporate agenda.",tweet_content4.csv
Anna Gates,AnnaGat51828745,2025-06-28 10:08:48+00:00,0,"Could Alternative Proteins Help Solve the Climate Crisis?  - Not easily; some proteins are not complete proteins and of different food groups, serving sizes and such: often 1 gram of protein say: per 70 calories say, is not enough to get us to buy it or feel good, say. -",tweet_content4.csv
PJSTORM,PJSTORMCLOUD,2025-06-28 09:42:36+00:00,0,"IF CLIMATE CRISIS CON, NET ZERO, EV CARS, RENEWABLE ENERGY, ZERO OIL, AND BATTERIES ARE NOT SCREAMING “ENEMY STRATEGY/ TECHNOLOGY - SINGLE POINT SWITCH OFF CAPABILITY AND DESTRUCTION OF THE WEST”

WHAT THE HELL YOU BEEN DOJNG FOR FIVE YEARS?",tweet_content4.csv
jake.txt,rivaljake,2025-06-28 08:54:40+00:00,0,doctor vanta made money off of the rorian climate crisis,tweet_content4.csv
News Today,newstodayyt1,2025-06-28 08:46:13+00:00,0,"More than a third of Tuvalu's citizens have applied for a new climate visa that allows permanent migration to Australia. The new climate visa is part of a world-first agreement that creates a visa in the context of the ""climate crisis.""",tweet_content4.csv
Zanele Mbondwana,ZaneleMbondwana,2025-06-28 08:33:46+00:00,0,"Big Oil made $281 billion in 2 years while fueling the climate crisis. As #FfD4 co-chairs, @NorwayMFA @EmbZambia @MexicoUN @NepalUN, your leadership can help tax fossil fuel profits to fund a just transition. Will you act? #PollutersPay",tweet_content4.csv
777 Watchman,Reptoid_Hunter,2025-06-28 08:29:19+00:00,3,"UK - Hot days and nights, no sun coming through though. #Chemtrails blocking in the heat. Muggy and shit. Living in a greenhouse by the greenhouse gases they created. Saying they want rid of greenhouse effects while creating them. Demons! All upside down. Truly evil entities!",tweet_content4.csv
Kio oghenemeru,Oghenemeru14,2025-06-28 07:26:03+00:00,0,"In that UAE, one of the hottest places on earth, they are responding to the climate crisis by deploying an ancient architectural technique known as “mashrabiya,” using latticed screens which keeps a building cool by diffusing sunlight.",tweet_content4.csv
Sokomoko,MoruoKing,2025-06-28 07:00:04+00:00,2,"Who will get up and stand up for the rights of our people?
Who will stand up in the name of all those who have died during this awful pandemic? The millions. Who will stand up in the name of all those who have died because of the climate crisis?",tweet_content4.csv
♥K ♥ A ♥ R ♥ E ♥ N♥,karennpardoo,2025-06-28 06:57:09+00:00,0,".@linera_io During the climate crisis in 2027, the Linera subchain connects to global meteorological AI, analyzes data from millions of sensors in real time, and accurately predicts the path of a typhoon 72 hours before it lands, saving tens of millions of lives along the coast.",tweet_content4.csv
Craig Wallis,CWallis55555,2025-06-28 06:48:59+00:00,0,".@linera_io In the era of climate crisis in 2115, Linera subchain drives the collaborative operation of global carbon capture AI, and the blockchain system verifies the storage coordinates and ecological contribution value of each ton of carbon dioxide in real time.",tweet_content4.csv
Ernesta Susan,ong_ngo43057,2025-06-28 06:39:24+00:00,0,We must consider the global climate crisis and implement policies that support clean energy and reduce carbon emissions to preserve our planet.,tweet_content4.csv
Jeff Vaccaro,VaccaroJef90175,2025-06-28 06:13:17+00:00,0,".@linera_io In the face of the global climate crisis in 2030, the Linera sub-chain network coordinates millions of environmentally friendly AI drones to track carbon footprints in real time, and each emission reduction action generates NFT incentives.",tweet_content4.csv
